"","Marke","Modell","Tillverkningsar","Nybilspris","BransleTyp"
"31675","Mercedes Benz","GLC 200 4MATIC Coupé SE Edition, miljöbil",2020,484900,"Elhybrid"
"31676","Mercedes Benz","GLC 200 4MATIC SE Edition, miljöbil",2020,449900,"Elhybrid"
"31677","Mercedes Benz","GLC 200 d 4MATIC Coupé SE Edition",2020,484900,"Diesel"
"31678","Mercedes Benz","GLC 200 d 4MATIC SE Edition",2020,449900,"Diesel"
"31679","Mercedes Benz","GLC 220 d 4MATIC Coupé SE Edition",2020,494900,"Diesel"
"31680","Mercedes Benz","GLC 220 d 4MATIC SE Edition",2020,459900,"Diesel"
"31681","Mercedes Benz","GLC 300 4MATIC Coupé SE Edition, miljöbil",2020,544900,"Elhybrid"
"31682","Mercedes Benz","GLC 300 4MATIC SE Edition, miljöbil",2020,509900,"Elhybrid"
"31683","Mercedes Benz","GLC 300 d 4MATIC Coupé SE Edition",2020,534900,"Diesel"
"31684","Mercedes Benz","GLC 300 d 4MATIC SE Edition",2020,499900,"Diesel"
"31685","Mercedes Benz","GLC 400 d 4MATIC Coupé SE Edition",2020,604900,"Diesel"
"31686","Mercedes Benz","GLC 400 d 4MATIC SE Edition",2020,569900,"Diesel"
"31687","Mercedes Benz","GLE 300 d 4MATIC SE Edition",2020,649900,"Diesel"
"31688","Mercedes Benz","GLE 350 d 4MATIC SE Edition",2020,679900,"Diesel"
"31689","Mercedes Benz","GLE 400 d 4MATIC SUV SE Edition",2020,719900,"Diesel"
"31690","Mercedes Benz","GLE 450 4MATIC SUV SE Edition, miljöbil",2020,689900,"Elhybrid"
"31691","Mercedes Benz","GLS 350 d 4MATIC",2020,862900,"Diesel"
"31692","Mercedes Benz","GLS 400 d 4MATIC",2020,902900,"Diesel"
"31693","Mercedes Benz","GT 43, miljöbil",2020,845000,"Elhybrid"
"31694","Mercedes Benz","GT 43 4MATIC+, miljöbil",2020,885000,"Elhybrid"
"31695","Mercedes Benz","GT 53 4MATIC+, miljöbil",2020,1160000,"Elhybrid"
"31696","Mercedes Benz","GT 63 4MATIC+",2020,1565000,"Bensin"
"31697","Mercedes Benz","GT 63 S 4MATIC+",2020,1695000,"Bensin"
"31698","Mercedes Benz","Mercedes-AMG A 35 4MATIC",2020,425900,"Bensin"
"31699","Mercedes Benz","Mercedes-AMG A 35 4MATIC Sedan",2020,435900,"Bensin"
"31700","Mercedes Benz","Mercedes-AMG A 45 4MATIC+",2020,560900,"Bensin"
"31701","Mercedes Benz","Mercedes-AMG A 45 S 4MATIC+",2020,602900,"Bensin"
"31702","Mercedes Benz","Mercedes-AMG C 43 4MATIC Cabriolet",2020,689900,"Bensin"
"31703","Mercedes Benz","Mercedes-AMG C 43 4MATIC Coupé",2020,649900,"Bensin"
"31704","Mercedes Benz","Mercedes-AMG C 43 4MATIC Kombi",2020,630900,"Bensin"
"31705","Mercedes Benz","Mercedes-AMG C 43 4MATIC Sedan",2020,617900,"Bensin"
"31706","Mercedes Benz","Mercedes-AMG C 63 Cabriolet",2020,879900,"Bensin"
"31707","Mercedes Benz","Mercedes-AMG C 63 Coupé",2020,839900,"Bensin"
"31708","Mercedes Benz","Mercedes-AMG C 63 Kombi",2020,820900,"Bensin"
"31709","Mercedes Benz","Mercedes-AMG C 63 S Cabriolet",2020,964900,"Bensin"
"31710","Mercedes Benz","Mercedes-AMG C 63 S Coupé",2020,924900,"Bensin"
"31711","Mercedes Benz","Mercedes-AMG C 63 Sedan",2020,807900,"Bensin"
"31712","Mercedes Benz","Mercedes-AMG C 63 S Kombi",2020,905900,"Bensin"
"31713","Mercedes Benz","Mercedes-AMG C 63 S Sedan",2020,892900,"Bensin"
"31714","Mercedes Benz","Mercedes-AMG CLA 35 4MATIC",2020,470900,"Bensin"
"31715","Mercedes Benz","Mercedes-AMG CLA 35 4MATIC",2020,482900,"Bensin"
"31716","Mercedes Benz","Mercedes-AMG CLA 45 4MATIC+",2020,582900,"Bensin"
"31717","Mercedes Benz","Mercedes-AMG CLA 45 4MATIC+",2020,594900,"Bensin"
"31718","Mercedes Benz","Mercedes-AMG CLA 45 S 4MATIC+",2020,627900,"Bensin"
"31719","Mercedes Benz","Mercedes-AMG CLA 45 S 4MATIC+",2020,639900,"Bensin"
"31720","Mercedes Benz","Mercedes-AMG CLS 53 4MATIC+, miljöbil",2020,997900,"Elhybrid"
"31721","Mercedes Benz","Mercedes-AMG E 53 4MATIC+, miljöbil",2020,925900,"Elhybrid"
"31722","Mercedes Benz","Mercedes-AMG E 53 4MATIC+ Coupé, miljöbil",2020,857900,"Elhybrid"
"31723","Mercedes Benz","Mercedes-AMG E 53 4MATIC+ Kombi, miljöbil",2020,833900,"Elhybrid"
"31724","Mercedes Benz","Mercedes-AMG E 53 4MATIC+ Sedan, miljöbil",2020,815900,"Elhybrid"
"31725","Mercedes Benz","Mercedes-AMG E 63 4MATIC+ Kombi",2020,1148900,"Bensin"
"31726","Mercedes Benz","Mercedes-AMG E 63 4MATIC+ Sedan",2020,1130900,"Bensin"
"31727","Mercedes Benz","Mercedes-AMG E 63 S 4MATIC+ Kombi",2020,1245900,"Bensin"
"31728","Mercedes Benz","Mercedes-AMG E 63 S 4MATIC+ Sedan",2020,1227900,"Bensin"
"31729","Mercedes Benz","Mercedes-AMG G 63",2020,1484000,"Bensin"
"31730","Mercedes Benz","Mercedes-AMG GLC 43 4MATIC",2020,703900,"Bensin"
"31731","Mercedes Benz","Mercedes-AMG GLC 43 4MATIC Coupé",2020,738900,"Bensin"
"31732","Mercedes Benz","Mercedes-AMG GLC 63 4MATIC+",2020,846900,"Bensin"
"31733","Mercedes Benz","Mercedes-AMG GLC 63 4MATIC+ Coupé",2020,881900,"Bensin"
"31734","Mercedes Benz","Mercedes-AMG GLC 63 S 4MATIC+",2020,926900,"Bensin"
"31735","Mercedes Benz","Mercedes-AMG GLC 63 S 4MATIC+ Coupé",2020,961900,"Bensin"
"31736","Mercedes Benz","Mercedes-AMG GLE 53 4MATIC+, miljöbil",2020,815000,"Elhybrid"
"31737","Mercedes Benz","Mercedes-AMG S 63 4MATIC+ Cabriolet",2020,1917000,"Bensin"
"31738","Mercedes Benz","Mercedes-AMG S 63 4MATIC+ Lång",2020,1603000,"Bensin"
"31739","Mercedes Benz","Mercedes-AMG S 63 Coupé 4MATIC+",2020,1753000,"Bensin"
"31740","Mercedes Benz","Mercedes-AMG S 65 Lång",2020,2341000,"Bensin"
"31741","Mercedes Benz","Mercedes-AMG SL 63",2020,1703000,"Bensin"
"31742","Mercedes Benz","Mercedes-AMG SLC 43 Roadster",2020,633900,"Bensin"
"31743","Mercedes Benz","Mercedes-Maybach S 560",2020,1647000,"Bensin"
"31744","Mercedes Benz","Mercedes-Maybach S 560 4MATIC",2020,1689000,"Bensin"
"31745","Mercedes Benz","Mercedes-Maybach S 650",2020,2218000,"Bensin"
"31746","Mercedes Benz","S 350 d",2020,925000,"Diesel"
"31747","Mercedes Benz","S 350 d 4MATIC",2020,961000,"Diesel"
"31748","Mercedes Benz","S 350 d 4MATIC Lång",2020,1031000,"Diesel"
"31749","Mercedes Benz","S 350 d Lång",2020,995000,"Diesel"
"31750","Mercedes Benz","S 400 d 4MATIC",2020,1001000,"Diesel"
"31751","Mercedes Benz","S 400 d 4MATIC Lång",2020,1071000,"Diesel"
"31752","Mercedes Benz","S 450 4MATIC, miljöbil",2020,1001000,"Elhybrid"
"31753","Mercedes Benz","S 450 4MATIC Coupé",2020,1047000,"Bensin"
"31754","Mercedes Benz","S 450 4MATIC Lång, miljöbil",2020,1071000,"Elhybrid"
"31755","Mercedes Benz","S 560 4MATIC",2020,1127000,"Bensin"
"31756","Mercedes Benz","S 560 4MATIC Coupé",2020,1333000,"Bensin"
"31757","Mercedes Benz","S 560 4MATIC Lång",2020,1197000,"Bensin"
"31758","Mercedes Benz","S 560 Cabriolet",2020,1464000,"Bensin"
"31759","Mercedes Benz","S 560 Coupé",2020,1296000,"Bensin"
"31760","Mercedes Benz","S 560 e Lång, miljöbil",2020,1177000,"Laddhybrid"
"31761","Mercedes Benz","S 600 Lång",2020,1692000,"Bensin"
"31762","Mercedes Benz","SL 400",2020,1075000,"Bensin"
"31763","Mercedes Benz","SL 500",2020,1301000,"Bensin"
"31764","Mercedes Benz","SLC 200 Roadster",2020,429900,"Bensin"
"31765","Mercedes Benz","SLC 300 Roadster",2020,505900,"Bensin"
"31766","Mercedes Benz","V 220d Avantgarde Lång",2020,596200,"Diesel"
"31767","Mercedes Benz","V 220d Avantgarde Lång",2020,596200,"Diesel"
"31768","Mercedes Benz","V 220d Standard Lång",2020,521800,"Diesel"
"31769","Mercedes Benz","V 220d Standard Lång",2020,521800,"Diesel"
"31770","Mercedes Benz","V 250d Avantgarde Lång",2020,618600,"Diesel"
"31771","Mercedes Benz","V 250d Avantgarde Lång",2020,618600,"Diesel"
"31772","Mercedes Benz","V 250d Exclusive Lång",2020,805500,"Diesel"
"31773","Mercedes Benz","V 250d Exclusive Lång",2020,805500,"Diesel"
"31774","Mercedes Benz","V 250d Standard Lång",2020,543400,"Diesel"
"31775","Mercedes Benz","V 250d Standard Lång",2020,543400,"Diesel"
"31776","Mercedes Benz","V 300d Avantgarde Lång",2020,648600,"Diesel"
"31777","Mercedes Benz","V 300d Avantgarde Lång",2020,648600,"Diesel"
"31778","Mercedes Benz","V 300d Exclusive Lång",2020,835500,"Diesel"
"31779","Mercedes Benz","V 300d Exclusive Lång",2020,835500,"Diesel"
"31780","Mercedes Benz","V 300d Standard Lång",2020,573400,"Diesel"
"31781","Mercedes Benz","V 300d Standard Lång",2020,573400,"Diesel"
"31782","Toyota","Aygo 1,0 5-D x-cite M/T (inkl. metallic)",2020,146900,"Bensin"
"31783","Toyota","Aygo 1,0 5-D x-clusiv M/T (inkl. metallic)",2020,155900,"Bensin"
"31784","Toyota","Aygo 1,0 5-D x-play M/T Smartphone Integration",2020,132900,"Bensin"
"31785","Toyota","Camry Active, miljöbil",2020,339900,"Elhybrid"
"31786","Toyota","Camry Executive, miljöbil",2020,364900,"Elhybrid"
"31787","Toyota","Camry Executive/Premiumpaket, miljöbil",2020,389900,"Elhybrid"
"31788","Toyota","C-HR 1,2T M/D S AWD Active",2020,247400,"Bensin"
"31789","Toyota","C-HR 1,2T M/D S AWD Executive, teknik pkt",2020,284400,"Bensin"
"31790","Toyota","C-HR 1,2T M/D S AWD X Edition",2020,265000,"Bensin"
"31791","Toyota","C-HR 1,2T MT 2WD Active",2020,215900,"Bensin"
"31792","Toyota","C-HR 1,8 Hybrid Active, miljöbil",2020,247400,"Elhybrid"
"31793","Toyota","C-HR 1,8 Hybrid Executive, teknik pkt, miljöbil",2020,284400,"Elhybrid"
"31794","Toyota","C-HR 1,8 Hybrid X- Edition, miljöbil",2020,265000,"Elhybrid"
"31795","Toyota","C-HR 2,0 Hybrid Executive JBL Navi Bi-tone (inkl. metallic), miljöbil",2020,339800,"Elhybrid"
"31796","Toyota","C-HR 2,0 Hybrid Launch Edition JBL Navi Bi-tone (inkl. metallic), miljöbil",2020,339800,"Elhybrid"
"31797","Toyota","C-HR 2,0 Hybrid X EDITION JBL Teknikpaket Bitone Navi (inkl. metallic), miljöbil",2020,337700,"Elhybrid"
"31798","Toyota","Corolla 1,2T 5D Man Active SPI",2020,210900,"Bensin"
"31799","Toyota","Corolla 1,2T 5D Man Style SPI",2020,228900,"Bensin"
"31800","Toyota","Corolla 1,2T Touring Sports Man Active SPI",2020,220900,"Bensin"
"31801","Toyota","Corolla 1,2T Touring Sports Man Style SPI",2020,238900,"Bensin"
"31802","Toyota","Corolla 1,8 Elhybrid 5D Active SPI, miljöbil",2020,241900,"Elhybrid"
"31803","Toyota","Corolla 1,8 Elhybrid 5D Executive SPI, miljöbil",2020,291900,"Elhybrid"
"31804","Toyota","Corolla 1,8 Elhybrid 5D Life, miljöbil",2020,219900,"Elhybrid"
"31805","Toyota","Corolla 1,8 Elhybrid 5D Style SPI, miljöbil",2020,259900,"Elhybrid"
"31806","Toyota","Corolla 1,8 Elhybrid Touring Sports Active SPI, miljöbil",2020,251900,"Elhybrid"
"31807","Toyota","Corolla 1,8 Elhybrid Touring Sports Executive SPI, miljöbil",2020,304900,"Elhybrid"
"31808","Toyota","Corolla 1,8 Elhybrid Touring Sports Life, miljöbil",2020,229900,"Elhybrid"
"31809","Toyota","Corolla 1,8 Elhybrid Touring Sports Style SPI, miljöbil",2020,269900,"Elhybrid"
"31810","Toyota","Corolla 2,0 Elhybrid 5D Executive SPI, miljöbil",2020,324500,"Elhybrid"
"31811","Toyota","Corolla 2,0 Elhybrid 5D Style SPI, miljöbil",2020,279900,"Elhybrid"
"31812","Toyota","Corolla 2,0 Elhybrid Touring Sports Executive SPI, miljöbil",2020,337400,"Elhybrid"
"31813","Toyota","Corolla 2,0 Elhybrid Touring Sports Style SPI, miljöbil",2020,289900,"Elhybrid"
"31814","Toyota","LandCruiser 150 2,8 Turbo Aut 4wd Invincible 5-sits",2020,611900,"Diesel"
"31815","Toyota","LandCruiser 150 2,8 Turbo Aut 4wd Invincible 7-sits",2020,621900,"Diesel"
"31816","Toyota","LandCruiser 150 2,8 Turbo Aut 4wd Legend 5-sits",2020,571900,"Diesel"
"31817","Toyota","LandCruiser 150 2,8 Turbo Aut 4wd Legend 7-sits",2020,581900,"Diesel"
"31818","Toyota","LandCruiser 150 2,8 Turbo Aut 4wd Premium 5-sits",2020,691900,"Diesel"
"31819","Toyota","LandCruiser 150 2,8 Turbo Aut 4wd Premium 7-sits",2020,710900,"Diesel"
"31820","Toyota","Mirai, miljöbil",2020,791000,"Gas"
"31821","Toyota","Prius + Hybrid Active, miljöbil",2020,327900,"Elhybrid"
"31822","Toyota","Prius Plug-in Active, miljöbil",2020,385900,"Laddhybrid"
"31823","Toyota","Prius Plug-in Executive, miljöbil",2020,398900,"Laddhybrid"
"31824","Toyota","Prius Plug-in Solar Pack, miljöbil",2020,401900,"Laddhybrid"
"31825","Toyota","PROACE VERSO Executive Long 2,0 D AdBlue 180 hk S&S aut 8, 2 dörrar",2020,494800,"Diesel"
"31826","Toyota","PROACE VERSO Premium Long 1,5 D AdBlue 120 hk S&S 2 dörrar",2020,384800,"Diesel"
"31827","Toyota","PROACE VERSO Premium Long 2,0 D AdBlue 120 hk S&S aut 8, 2 dörrar",2020,412300,"Diesel"
"31828","Toyota","PROACE VERSO Premium Long 2,0 D AdBlue 150 hk S&S 2 dörrar",2020,411100,"Diesel"
"31829","Toyota","PROACE VERSO Premium Long 2,0 D AdBlue 180 hk S&S aut 8, 2 dörrar",2020,443600,"Diesel"
"31830","Toyota","PROACE VERSO Shuttle Long 1,5 D AdBlue 120 hk S&S",2020,343600,"Diesel"
"31831","Toyota","PROACE VERSO Shuttle Long 2,0 D AdBlue 120 hk S&S aut 8,",2020,371100,"Diesel"
"31832","Toyota","PROACE VERSO Shuttle Long 2,0 D AdBlue 150 hk S&S",2020,369800,"Diesel"
"31833","Toyota","PROACE VERSO Shuttle Long 2,0 D AdBlue 180 hk S&S aut 8, 2 dörrar",2020,402300,"Diesel"
"31834","Toyota","RAV4 2,5 Elhybrid E-CVT (aut) 2WD Active, miljöbil",2020,322900,"Elhybrid"
"31835","Toyota","RAV4 2,5 Elhybrid E-CVT (aut) 2WD Executive, miljöbil",2020,366900,"Elhybrid"
"31836","Toyota","RAV4 2,5 Elhybrid E-CVT (aut) 2WD Life, miljöbil",2020,316900,"Elhybrid"
"31837","Toyota","RAV4 2,5 Elhybrid E-CVT (aut) 2WD Style, miljöbil",2020,366900,"Elhybrid"
"31838","Toyota","RAV4 2,5 Elhybrid E-CVT (aut) AWD-i Active, miljöbil",2020,342900,"Elhybrid"
"31839","Toyota","RAV4 2,5 Elhybrid E-CVT (aut) AWD-i Executive, miljöbil",2020,386900,"Elhybrid"
"31840","Toyota","RAV4 2,5 Elhybrid E-CVT (aut) AWD-i Life, miljöbil",2020,336900,"Elhybrid"
"31841","Toyota","RAV4 2,5 Elhybrid E-CVT (aut) AWD-i Style, miljöbil",2020,386900,"Elhybrid"
"31842","Toyota","RAV4 PHEV AWD-i Active, miljöbil",2020,495900,"Laddhybrid"
"31843","Toyota","RAV4 PHEV AWD-i Launch Edt, miljöbil",2020,507900,"Laddhybrid"
"31844","Toyota","RAV4 PHEV AWD-i Style Premium, miljöbil",2020,565900,"Laddhybrid"
"31845","Toyota","Supra GR",2020,680900,"Bensin"
"31846","Toyota","Yaris 1,5 5-D Active SPI",2020,160900,"Bensin"
"31847","Toyota","Yaris 1,5 5-D Y20 SPI",2020,169900,"Bensin"
"31848","Toyota","Yaris 1,5 HSD 5-D Hybrid Active SPI, miljöbil",2020,189900,"Elhybrid"
"31849","Toyota","Yaris 1,5 HSD 5-D Hybrid Y20 SPI, miljöbil",2020,196900,"Elhybrid"
"31850","Fiat","124 Spider LOUNGE 1.4 140hk MT",2020,284900,"Bensin"
"31851","Fiat","124 Spider POP 1.4 140hk MT",2020,264900,"Bensin"
"31852","Fiat","500 0.9 85hk Lounge",2020,159400,"Bensin"
"31853","Fiat","500 0.9 85hk Rockstar",2020,176400,"Bensin"
"31854","Fiat","500 0.9 85hk Sport",2020,159400,"Bensin"
"31855","Fiat","500 1.2 69hk 120th Collezione",2020,159400,"Bensin"
"31856","Fiat","500 1.2 69hk Dolcevita",2020,191400,"Bensin"
"31857","Fiat","500 1.2 69hk Lounge",2020,144400,"Bensin"
"31858","Fiat","500 1.2 69hk Pop",2020,139400,"Bensin"
"31859","Fiat","500 1.2 69hk Star",2020,161400,"Bensin"
"31860","Fiat","500 Cab 0.9 85hk Lounge",2020,184400,"Bensin"
"31861","Fiat","500 Cab 0.9 85hk Rockstar",2020,201400,"Bensin"
"31862","Fiat","500 Cab 0.9 85hk Sport",2020,184400,"Bensin"
"31863","Fiat","500 Cab 1.2 69hk 120th Collezione",2020,184400,"Bensin"
"31864","Fiat","500 Cab 1.2 69hk Dolcevita",2020,216400,"Bensin"
"31865","Fiat","500 Cab 1.2 69hk Lounge",2020,169400,"Bensin"
"31866","Fiat","500 Cab 1.2 69hk Pop",2020,164400,"Bensin"
"31867","Fiat","500 Cab 1.2 69hk Star",2020,186400,"Bensin"
"31868","Fiat","500L CROSS 1.4 120hk MT",2020,183900,"Bensin"
"31869","Fiat","500L POP STAR 1.4 120hk MT",2020,173900,"Bensin"
"31870","Fiat","500L POP STAR 1.4 95hk MT",2020,158900,"Bensin"
"31871","Fiat","500X 1,0l 120HK MT FWD - CITY CROSS",2020,211900,"Bensin"
"31872","Fiat","500X 1,0l 120HK MT FWD -  CROSS",2020,226900,"Bensin"
"31873","Fiat","500X 1,0l 120HK MT FWD - URBAN",2020,201900,"Bensin"
"31874","Fiat","500X 1,3l 150HK DDCT FWD - CITY CROSS",2020,236900,"Bensin"
"31875","Fiat","500X 1,3l 150HK DDCT FWD -  CROSS",2020,251900,"Bensin"
"31876","Fiat","500X 1,6l 110HK MT FWD - CITY CROSS",2020,196900,"Bensin"
"31877","Fiat","500X 1,6l 110HK MT FWD -  CROSS",2020,211900,"Bensin"
"31878","Fiat","500X 1,6l 110HK MT FWD - URBAN",2020,186900,"Bensin"
"31879","Fiat","NYA DOBLÓ EASY 1.6 MJT 120HK",2020,191900,"Diesel"
"31880","Fiat","NYA DOBLÒ LOUNGE 1.4 CNG 120HK, miljöbil",2020,219900,"Gas"
"31881","Fiat","Panda 4x4 0.9 SGE TC 85hk E6D",2020,156400,"Bensin"
"31882","Fiat","Panda Cross 4x4 0.9 SGE TC 90hk E6D",2020,171400,"Bensin"
"31883","Fiat","Panda Easy 1.2 EVO2 69hk E6D",2020,118400,"Bensin"
"31884","Fiat","TIPO HB Lounge 1,3 95HK S1",2020,211900,"Diesel"
"31885","Fiat","TIPO HB Lounge 1,4 120HK S0",2020,186900,"Bensin"
"31886","Fiat","TIPO HB Lounge 1,4 120HK S1",2020,191900,"Bensin"
"31887","Fiat","TIPO HB Lounge 1,6 120HK DDCT S0",2020,228900,"Diesel"
"31888","Fiat","TIPO HB Lounge 1,6 120HK DDCT S1",2020,233900,"Diesel"
"31889","Fiat","TIPO HB Sport 1,4 120HK S1",2020,206900,"Bensin"
"31890","Fiat","TIPO HB Street 1,4 95HK S0",2020,173900,"Bensin"
"31891","Fiat","TIPO HB Street 1,4 95HK S1",2020,176900,"Bensin"
"31892","Fiat","TIPO SW Lounge 1,3 95HK S1",2020,221900,"Diesel"
"31893","Fiat","TIPO SW Lounge 1,4 120HK S0",2020,196900,"Bensin"
"31894","Fiat","TIPO SW Lounge 1,4 120HK S1",2020,201900,"Bensin"
"31895","Fiat","TIPO SW Lounge 1,6 120HK DDCT S0",2020,238900,"Diesel"
"31896","Fiat","TIPO SW Lounge 1,6 120HK DDCT S1",2020,243900,"Diesel"
"31897","Fiat","TIPO SW Street 1,4 95HK S0",2020,183900,"Bensin"
"31898","Fiat","TIPO SW Street 1,4 95HK S1",2020,186900,"Bensin"
"31899","Skoda","CITIGOe iV Style, miljöbil",2020,268400,"El"
"31900","Skoda","FABIA Ambition TSI 95",2020,157600,"Bensin"
"31901","Skoda","FABIA Combi Ambition TSI 95",2020,163500,"Bensin"
"31902","Skoda","FABIA Combi Style TSI 95",2020,176200,"Bensin"
"31903","Skoda","FABIA Monte Carlo TSI 95",2020,182900,"Bensin"
"31904","Skoda","FABIA Style TSI 95",2020,170300,"Bensin"
"31905","Skoda","KAMIQ Ambition TDI 115 DSG",2020,267600,"Diesel"
"31906","Skoda","KAMIQ Ambition TGI 90 G-TEC, miljöbil",2020,239100,"Gas"
"31907","Skoda","KAMIQ Ambition TSI 115",2020,217500,"Bensin"
"31908","Skoda","KAMIQ Ambition TSI 150",2020,236500,"Bensin"
"31909","Skoda","KAMIQ Monte Carlo TDI 115 DSG",2020,298400,"Diesel"
"31910","Skoda","KAMIQ Monte Carlo TSI 115",2020,247700,"Bensin"
"31911","Skoda","KAMIQ Monte Carlo TSI 150",2020,266700,"Bensin"
"31912","Skoda","KAMIQ Style TDI 115 DSG",2020,286100,"Diesel"
"31913","Skoda","KAMIQ Style TGI 90 G-TEC, miljöbil",2020,257700,"Gas"
"31914","Skoda","KAMIQ Style TSI 115",2020,236000,"Bensin"
"31915","Skoda","KAMIQ Style TSI 115 DSG",2020,250600,"Bensin"
"31916","Skoda","KAMIQ Style TSI 150",2020,255100,"Bensin"
"31917","Skoda","KAROQ Ambition TDI 115",2020,264800,"Diesel"
"31918","Skoda","KAROQ Ambition TDI 150 DSG 4x4",2020,318800,"Diesel"
"31919","Skoda","KAROQ Life Edition TSI 115",2020,254900,"Bensin"
"31920","Skoda","KAROQ Life Edition TSI 150 DSG",2020,294900,"Bensin"
"31921","Skoda","KAROQ Scout TDI 150 DSG 4x4",2020,351500,"Diesel"
"31922","Skoda","KAROQ Scout TDI 190 DSG 4x4",2020,367400,"Diesel"
"31923","Skoda","KAROQ Sportline TDI 150 DSG 4x4",2020,347300,"Diesel"
"31924","Skoda","KAROQ Sportline TDI 190 DSG 4x4",2020,362200,"Diesel"
"31925","Skoda","KAROQ Sportline TSI 150",2020,289600,"Bensin"
"31926","Skoda","KAROQ Sportline TSI 190 DSG 4x4",2020,337500,"Bensin"
"31927","Skoda","KAROQ Style Business Adventure Edition TDI 150 DSG 4x4",2020,339900,"Diesel"
"31928","Skoda","KAROQ Style TDI 115",2020,282000,"Diesel"
"31929","Skoda","KAROQ Style TDI 150 DSG 4x4",2020,336000,"Diesel"
"31930","Skoda","KAROQ Style TDI 190 DSG 4x4",2020,350900,"Diesel"
"31931","Skoda","KAROQ Style TSI 150",2020,278200,"Bensin"
"31932","Skoda","KODIAQ Ambition TDI 150 4x4",2020,323900,"Diesel"
"31933","Skoda","KODIAQ L&K Business Adventure Edition TDI 190 4x4 DSG",2020,418500,"Diesel"
"31934","Skoda","KODIAQ L&K Business Adventure Edition TSI 190 4x4 DSG",2020,397600,"Bensin"
"31935","Skoda","KODIAQ L&K TDI 190 4x4 DSG",2020,412100,"Diesel"
"31936","Skoda","KODIAQ L&K TSI 190 4x4 DSG",2020,391200,"Bensin"
"31937","Skoda","KODIAQ RS TDI 240 4x4 DSG",2020,457200,"Diesel"
"31938","Skoda","KODIAQ Scout Business Adventure Edition TDI 190 4x4 DSG",2020,389300,"Diesel"
"31939","Skoda","KODIAQ Scout Business Adventure Edition TSI 190 4x4 DSG",2020,368400,"Bensin"
"31940","Skoda","KODIAQ Scout TDI 190 4x4 DSG",2020,387900,"Diesel"
"31941","Skoda","KODIAQ Scout TSI 190 4x4 DSG",2020,367000,"Bensin"
"31942","Skoda","KODIAQ Sportline Business Adventure Edition TDI 190 DSG 4x4",2020,391800,"Diesel"
"31943","Skoda","KODIAQ Sportline Business Adventure Edition TSI 190 DSG 4x4",2020,370900,"Bensin"
"31944","Skoda","KODIAQ Sportline TDI 190 DSG 4x4",2020,390400,"Diesel"
"31945","Skoda","KODIAQ Sportline TSI 190 DSG 4x4",2020,369500,"Bensin"
"31946","Skoda","KODIAQ Style Business Adventure Edition TDI 190 4x4 DSG",2020,354700,"Diesel"
"31947","Skoda","KODIAQ Style Business Adventure Edition TSI 190 4x4 DSG",2020,352400,"Bensin"
"31948","Skoda","KODIAQ Style TDI 150 4x4",2020,340200,"Diesel"
"31949","Skoda","KODIAQ Style TDI 190 4x4 DSG",2020,363200,"Diesel"
"31950","Skoda","KODIAQ Style TSI 190 4x4 DSG",2020,342300,"Bensin"
"31951","Skoda","OCTAVIA Combi Active TDI 115",2020,239600,"Diesel"
"31952","Skoda","OCTAVIA Combi Ambition TDI 115",2020,248700,"Diesel"
"31953","Skoda","OCTAVIA Combi Ambition TDI 150",2020,258600,"Diesel"
"31954","Skoda","OCTAVIA Combi Ambition TDI 184 DSG 4X4",2020,293500,"Diesel"
"31955","Skoda","OCTAVIA Combi Ambition TSI 115",2020,220800,"Bensin"
"31956","Skoda","OCTAVIA Combi Ambition TSI 130 DSG G-TEC, miljöbil",2020,263600,"Gas"
"31957","Skoda","OCTAVIA Combi Ambition TSI 150",2020,240600,"Bensin"
"31958","Skoda","OCTAVIA Combi RS TDI 184 DSG 4X4",2020,331500,"Diesel"
"31959","Skoda","OCTAVIA Combi RS TSI 245 DSG",2020,334300,"Bensin"
"31960","Skoda","OCTAVIA Combi Scout Business Adventure Edition TDI 184 DSG 4X4",2020,289900,"Diesel"
"31961","Skoda","OCTAVIA Combi Scout TDI 184 DSG 4X4",2020,315000,"Diesel"
"31962","Skoda","OCTAVIA Combi Scout TSI 190 DSG 4X4",2020,294400,"Bensin"
"31963","Skoda","OCTAVIA Combi Style Business Adventure Edition TSI 130 DSG G-TEC, miljöbil",2020,259900,"Gas"
"31964","Skoda","OCTAVIA Combi Style Business Adventure Edition TSI 150 DSG",2020,249900,"Bensin"
"31965","Skoda","OCTAVIA Combi Style TDI 115",2020,263000,"Diesel"
"31966","Skoda","OCTAVIA Combi Style TDI 150",2020,272900,"Diesel"
"31967","Skoda","OCTAVIA Combi Style TDI 184 DSG 4X4",2020,307800,"Diesel"
"31968","Skoda","OCTAVIA Combi Style TSI 115",2020,235100,"Bensin"
"31969","Skoda","OCTAVIA Combi Style TSI 130 DSG G-TEC, miljöbil",2020,277900,"Gas"
"31970","Skoda","OCTAVIA Combi Style TSI 150",2020,254900,"Bensin"
"31971","Skoda","OCTAVIA Combi Style TSI 190 DSG 4X4",2020,287200,"Bensin"
"31972","Skoda","SCALA Monte Carlo TSI 115",2020,240600,"Bensin"
"31973","Skoda","SCALA Monte Carlo TSI 150",2020,259000,"Bensin"
"31974","Skoda","SCALA Style TGI 90 G-TEC, miljöbil",2020,245800,"Gas"
"31975","Skoda","SCALA Style TSI 115",2020,217400,"Bensin"
"31976","Skoda","SCALA Style TSI 150",2020,235800,"Bensin"
